customer_id,tenure_months,monthly_spend,monthly_usage_gb,call_minutes,message_count,days_since_last_payment,complaints_count,is_churned,tenure_bucket,usage_per_spend,payment_recency_bucket,plan_premium,plan_standard
CUS0003996,59.0,41.81,1.22,552,41,6,0,0,"(48, 72]",0.029179622099976082,"(-1, 7]",False,True
CUS0005759,53.0,60.32,4.76,560,266,11,3,0,"(48, 72]",0.07891246684350132,"(7, 30]",True,False
CUS0001256,34.0,10.03,4.29,241,57,10,1,0,"(24, 48]",0.4277168494516451,"(7, 30]",False,False
CUS0002473,2.0,10.74,6.23,586,95,43,0,1,"(0, 6]",0.580074487895717,"(30, 60]",False,False
CUS0007803,60.0,41.34,9.05,550,24,46,8,1,"(48, 72]",0.2189163038219642,"(30, 60]",False,True
CUS0005520,3.0,22.4,7.45,891,26,13,0,1,"(0, 6]",0.33258928571428575,"(7, 30]",False,False
CUS0003563,56.0,14.56,0.0,193,30,25,4,1,"(48, 72]",0.0,"(7, 30]",False,False
CUS0000073,10.0,10.76,15.29,956,44,55,2,1,"(6, 12]",1.4210037174721188,"(30, 60]",False,False
CUS0000369,59.0,19.17,0.57,82,14,29,2,0,"(48, 72]",0.029733959311424096,"(7, 30]",False,False
CUS0002110,71.0,49.38,10.77,842,84,21,1,0,"(48, 72]",0.2181044957472661,"(7, 30]",False,True
CUS0006720,66.0,20.24,7.59,474,88,19,0,0,"(48, 72]",0.375,"(7, 30]",False,False
CUS0004158,4.0,15.86,7.26,991,105,45,1,0,"(0, 6]",0.4577553593947037,"(30, 60]",False,False
CUS0004802,42.0,113.89,8.218195789745577,20,68,50,3,0,"(24, 48]",0.07215906391909366,"(30, 60]",True,False
CUS0007403,23.0,60.74,11.02,173,293,14,1,0,"(12, 24]",0.18142904181758313,"(7, 30]",True,False
CUS0005778,40.0,28.14,7.19,264,76,7,3,0,"(24, 48]",0.2555081734186212,"(-1, 7]",False,False
CUS0003515,32.0,51.04,13.97,943,228,9,0,0,"(24, 48]",0.27370689655172414,"(7, 30]",False,True
CUS0002977,2.0,39.26,11.07,500,14,50,1,1,"(0, 6]",0.28196637799286806,"(30, 60]",False,True
CUS0000977,7.0,26.95,15.15,371,51,39,0,0,"(6, 12]",0.562152133580705,"(30, 60]",False,False
CUS0004360,72.0,60.57,2.63,520,120,34,3,0,"(48, 72]",0.04342083539706125,"(30, 60]",False,True
CUS0007659,22.0,20.83,10.54,870,161,37,1,0,"(12, 24]",0.5060009601536246,"(30, 60]",False,False
CUS0001677,3.0,11.45,9.19,881,226,2,0,1,"(0, 6]",0.8026200873362446,"(-1, 7]",False,False
CUS0001899,49.0,42.89,1.49,775,109,35,0,0,"(48, 72]",0.03474003264164141,"(30, 60]",False,True
CUS0002522,11.0,26.35,9.4,40,76,24,1,0,"(6, 12]",0.3567362428842505,"(7, 30]",False,False
CUS0002589,68.0,58.04,5.82,717,273,10,0,0,"(48, 72]",0.10027567195037905,"(7, 30]",False,True
CUS0002660,58.0,69.25,4.87,529,293,47,0,0,"(48, 72]",0.07032490974729241,"(30, 60]",False,True
CUS0002061,70.0,52.11,0.0,158,237,41,1,0,"(48, 72]",0.0,"(30, 60]",False,True
CUS0000206,30.0,72.03,8.6,465,129,7,0,0,"(24, 48]",0.11939469665417186,"(-1, 7]",True,False
CUS0002298,67.0,66.6,7.86,410,119,51,1,0,"(48, 72]",0.11801801801801803,"(30, 60]",False,True
CUS0007029,43.0,13.6,9.44,579,214,50,0,0,"(24, 48]",0.6941176470588235,"(30, 60]",False,False
CUS0001954,16.0,20.95,8.49,333,27,32,0,0,"(12, 24]",0.4052505966587112,"(30, 60]",False,False
CUS0005141,56.0,18.38,1.36,966,277,1,2,0,"(48, 72]",0.07399347116430904,"(-1, 7]",False,False
CUS0005040,29.0,59.15,4.27,502,187,17,0,0,"(24, 48]",0.07218934911242603,"(7, 30]",False,True
CUS0006194,7.0,43.56,0.0,676,75,12,1,0,"(6, 12]",0.0,"(7, 30]",False,True
CUS0007857,47.0,49.75,7.57,549,191,29,0,0,"(24, 48]",0.15216080402010052,"(7, 30]",False,True
CUS0005667,27.0,63.19,8.218195789745577,110,84,10,1,0,"(24, 48]",0.1300553218823481,"(7, 30]",False,True
CUS0002144,17.0,55.52662624177525,6.24,324,185,4,0,0,"(12, 24]",0.1123785186016823,"(-1, 7]",True,False
CUS0003334,54.0,19.08,8.218195789745577,613,26,14,0,0,"(48, 72]",0.4307230497770219,"(7, 30]",False,False
CUS0006599,33.0,96.91,0.0,489,29,13,0,0,"(24, 48]",0.0,"(7, 30]",True,False
CUS0004212,17.0,22.38,6.83,162,185,16,0,0,"(12, 24]",0.305183199285076,"(7, 30]",False,False
CUS0005443,32.0,97.96,15.88,981,159,15,1,0,"(24, 48]",0.162106982441813,"(7, 30]",True,False
CUS0004702,7.0,24.59,10.65,232,210,16,5,0,"(6, 12]",0.43310288735258234,"(7, 30]",False,False
CUS0007745,55.0,55.52662624177525,1.26,14,15,10,1,0,"(48, 72]",0.022691816256108926,"(7, 30]",True,False
CUS0002705,67.0,11.21,20.19,937,270,48,0,0,"(48, 72]",1.8010704727921498,"(30, 60]",False,False
CUS0001117,28.0,95.36,2.83,779,200,7,0,0,"(24, 48]",0.029677013422818792,"(-1, 7]",True,False
CUS0003111,23.0,14.67,0.7,985,176,27,0,1,"(12, 24]",0.04771642808452624,"(7, 30]",False,False
CUS0007486,9.0,102.91,4.08,715,1,44,0,0,"(6, 12]",0.0396462928772714,"(30, 60]",True,False
CUS0001869,38.0,58.79,16.42,315,180,22,0,0,"(24, 48]",0.2792992005443103,"(7, 30]",False,True
CUS0000338,14.0,46.81,0.84,769,56,19,1,0,"(12, 24]",0.01794488357188635,"(7, 30]",False,True
CUS0006740,41.0,95.02,9.12,178,21,26,3,0,"(24, 48]",0.09597979372763628,"(7, 30]",True,False
CUS0001116,70.0,112.07,7.35,592,3,24,4,0,"(48, 72]",0.06558400999375391,"(7, 30]",True,False
CUS0002627,33.0,14.35,14.26,607,164,33,0,1,"(24, 48]",0.9937282229965156,"(30, 60]",False,False
CUS0003693,25.0,22.84,8.28,393,2,32,0,0,"(24, 48]",0.3625218914185639,"(30, 60]",False,False
CUS0001958,17.0,35.14,8.218195789745577,586,245,39,2,1,"(12, 24]",0.23387011353857645,"(30, 60]",False,True
CUS0001998,33.0,17.1,5.08,114,145,7,2,0,"(24, 48]",0.2970760233918128,"(-1, 7]",False,False
CUS0004159,62.0,12.89,7.3,598,125,35,1,0,"(48, 72]",0.5663304887509697,"(30, 60]",False,False
CUS0005691,30.0,15.62,10.51,154,99,39,1,0,"(24, 48]",0.6728553137003841,"(30, 60]",False,False
CUS0004248,2.0,22.24,8.03,81,191,61,3,1,"(0, 6]",0.36106115107913667,,False,False
CUS0007240,18.0,19.13,12.68,233,79,17,0,0,"(12, 24]",0.6628332462101412,"(7, 30]",False,False
CUS0007354,64.0,26.47,5.14,171,151,16,2,0,"(48, 72]",0.19418209293539856,"(7, 30]",False,False
CUS0004063,59.0,80.09,1.27,171,60,18,0,0,"(48, 72]",0.015857160694219004,"(7, 30]",True,False
CUS0007260,51.0,104.57,0.97,406,197,44,0,0,"(48, 72]",0.009276083006598452,"(30, 60]",True,False
CUS0007506,54.0,115.95,3.52,966,172,44,8,0,"(48, 72]",0.030357912893488572,"(30, 60]",True,False
CUS0002422,71.0,21.29,13.62,217,58,37,0,0,"(48, 72]",0.6397369657116017,"(30, 60]",False,False
CUS0005077,45.0,43.0,7.95,63,293,24,3,0,"(24, 48]",0.18488372093023256,"(7, 30]",False,True
CUS0007063,3.0,15.28,4.74,562,180,23,1,0,"(0, 6]",0.31020942408376967,"(7, 30]",False,False
CUS0000426,40.0,55.52662624177525,7.11,831,283,16,3,0,"(24, 48]",0.12804667744518608,"(7, 30]",False,False
CUS0004075,12.0,19.48,7.29,845,175,4,3,0,"(6, 12]",0.3742299794661191,"(-1, 7]",False,False
CUS0004704,20.0,58.91,0.0,860,45,34,1,1,"(12, 24]",0.0,"(30, 60]",False,True
CUS0001280,35.0,66.83,10.23,335,176,71,1,0,"(24, 48]",0.15307496633248543,,True,False
CUS0005329,61.0,76.4,7.17,560,37,5,2,0,"(48, 72]",0.093848167539267,"(-1, 7]",True,False
CUS0002598,10.0,15.89,7.66,798,177,23,2,0,"(6, 12]",0.48206419131529266,"(7, 30]",False,False
CUS0000016,25.0,83.74,8.55,30,83,51,0,0,"(24, 48]",0.10210174349176022,"(30, 60]",True,False
CUS0000371,37.0,57.01,26.18,282,9,36,0,0,"(24, 48]",0.45921768110857747,"(30, 60]",False,True
CUS0001550,72.0,17.82,5.44,788,148,25,0,0,"(48, 72]",0.3052749719416386,"(7, 30]",False,False
CUS0002396,12.0,14.21,0.0,776,290,30,8,1,"(6, 12]",0.0,"(7, 30]",False,False
CUS0000447,6.0,60.17,5.81,575,180,17,0,0,"(0, 6]",0.09655974738241647,"(7, 30]",True,False
CUS0005702,58.0,18.41,11.14,876,5,12,2,0,"(48, 72]",0.6051059206952744,"(7, 30]",False,False
CUS0002865,5.0,67.38,9.48,799,43,46,0,0,"(0, 6]",0.1406945681211042,"(30, 60]",True,False
CUS0001733,31.0,59.81,4.67,760,64,1,0,0,"(24, 48]",0.07808058853034609,"(-1, 7]",False,True
CUS0003858,13.0,69.03,3.59,748,28,6,0,0,"(12, 24]",0.05200637404027234,"(-1, 7]",False,True
CUS0007979,24.0,42.51,12.31,555,9,26,2,0,"(12, 24]",0.2895789226064456,"(7, 30]",False,True
CUS0000070,13.0,24.19,4.43,591,39,40,4,1,"(12, 24]",0.1831335262505167,"(30, 60]",False,False
CUS0002439,38.0,41.13,8.34,783,209,17,0,0,"(24, 48]",0.20277169948942375,"(7, 30]",False,True
CUS0006284,70.0,16.55,8.26,867,116,41,0,0,"(48, 72]",0.49909365558912383,"(30, 60]",False,False
CUS0007752,13.0,53.38,13.55,450,133,54,4,0,"(12, 24]",0.2538403896590483,"(30, 60]",False,True
CUS0003485,7.0,68.54,18.06,283,11,9,0,0,"(6, 12]",0.2634957688940764,"(7, 30]",False,True
CUS0000094,72.0,55.52662624177525,6.18,49,55,12,1,1,"(48, 72]",0.11129795592281996,"(7, 30]",False,False
CUS0001088,40.0,22.44,1.2,288,0,13,0,1,"(24, 48]",0.053475935828877,"(7, 30]",False,False
CUS0001695,69.0,57.18,6.64,769,244,7,5,0,"(48, 72]",0.1161245190626093,"(-1, 7]",False,True
CUS0006176,28.0,14.7,4.95,451,219,20,1,0,"(24, 48]",0.33673469387755106,"(7, 30]",False,False
CUS0004070,21.0,14.83,16.0,181,142,31,0,0,"(12, 24]",1.078894133513149,"(30, 60]",False,False
CUS0006929,1.0,14.09,9.11,23,281,3,0,0,"(0, 6]",0.6465578424414478,"(-1, 7]",False,False
CUS0005790,44.0,35.19,3.16,627,15,6,2,0,"(24, 48]",0.08979823813583405,"(-1, 7]",False,True
CUS0002970,36.56668337929305,60.31,12.63,963,30,31,3,0,"(24, 48]",0.20941800696401924,"(30, 60]",False,True
CUS0002704,4.0,47.02,8.79,794,1,37,0,1,"(0, 6]",0.18694172692471286,"(30, 60]",False,True
CUS0002928,36.56668337929305,99.69,3.29,386,21,5,0,0,"(24, 48]",0.033002307152171735,"(-1, 7]",True,False
CUS0007395,23.0,11.45,4.74,164,183,10,2,0,"(12, 24]",0.4139737991266376,"(7, 30]",False,False
CUS0004051,36.0,23.94,0.0,545,160,42,3,1,"(24, 48]",0.0,"(30, 60]",False,False
CUS0004587,22.0,31.66,11.65,921,118,33,2,1,"(12, 24]",0.36797220467466835,"(30, 60]",False,True
CUS0001284,50.0,16.55,5.37,361,180,1,1,1,"(48, 72]",0.3244712990936556,"(-1, 7]",False,False
CUS0007072,59.0,10.11,6.73,310,167,44,0,0,"(48, 72]",0.665677546983185,"(30, 60]",False,False
CUS0000602,34.0,67.05,13.34,34,198,3,0,0,"(24, 48]",0.19895600298284863,"(-1, 7]",False,True
CUS0004393,1.0,52.37,5.02,724,209,35,1,0,"(0, 6]",0.09585640633950734,"(30, 60]",False,True
CUS0004208,26.0,111.73,7.96,604,215,23,1,0,"(24, 48]",0.07124317551239595,"(7, 30]",True,False
CUS0003392,27.0,29.78,1.83,367,229,12,1,0,"(24, 48]",0.06145063801208865,"(7, 30]",False,False
CUS0004705,46.0,52.54,5.07,655,149,20,0,0,"(24, 48]",0.09649790635706129,"(7, 30]",False,True
CUS0001882,4.0,27.32,5.98,15,274,43,8,1,"(0, 6]",0.21888726207906298,"(30, 60]",False,False
CUS0005155,48.0,118.87,0.0,385,107,25,0,1,"(24, 48]",0.0,"(7, 30]",True,False
CUS0002877,7.0,19.78,7.39,312,171,34,0,1,"(6, 12]",0.37360970677451966,"(30, 60]",False,False
CUS0003684,18.0,10.04,17.07,0,71,22,1,0,"(12, 24]",1.7001992031872513,"(7, 30]",False,False
CUS0000077,63.0,55.52662624177525,18.3,953,82,28,2,0,"(48, 72]",0.3295716170530106,"(7, 30]",False,False
CUS0007873,64.0,14.39,3.68,638,111,25,1,1,"(48, 72]",0.25573314801945796,"(7, 30]",False,False
CUS0004028,60.0,39.29,13.62,591,48,22,0,0,"(48, 72]",0.3466530923899211,"(7, 30]",False,True
CUS0004808,31.0,82.7,5.78,372,125,25,1,1,"(24, 48]",0.06989117291414752,"(7, 30]",True,False
CUS0007423,3.0,61.55,8.218195789745577,837,7,5,0,0,"(0, 6]",0.13352064646215397,"(-1, 7]",False,True
CUS0001297,47.0,56.68,7.51,584,132,76,2,0,"(24, 48]",0.13249823570924488,,False,True
CUS0002848,61.0,96.13,0.0,125,93,23,0,0,"(48, 72]",0.0,"(7, 30]",True,False
CUS0002469,4.0,18.04,16.18,589,178,38,6,1,"(0, 6]",0.8968957871396896,"(30, 60]",False,False
CUS0001526,21.0,40.63,7.27,265,81,3,0,0,"(12, 24]",0.1789318237755353,"(-1, 7]",False,True
CUS0002290,67.0,22.88,3.6,749,102,19,3,0,"(48, 72]",0.15734265734265734,"(7, 30]",False,False
CUS0004188,49.0,19.77,17.56,730,159,56,2,0,"(48, 72]",0.8882144663631765,"(30, 60]",False,False
CUS0004103,7.0,37.26,10.04,651,131,26,0,0,"(6, 12]",0.2694578636607622,"(7, 30]",False,True
CUS0001618,48.0,44.55,6.8,358,75,18,1,0,"(24, 48]",0.1526374859708193,"(7, 30]",False,True
CUS0005743,5.0,44.23,3.61,871,110,23,0,0,"(0, 6]",0.0816188107619263,"(7, 30]",False,True
CUS0001794,33.0,26.79,0.0,239,137,39,2,0,"(24, 48]",0.0,"(30, 60]",False,False
CUS0007381,38.0,44.84,5.69,128,175,31,2,0,"(24, 48]",0.1268956289027654,"(30, 60]",False,True
CUS0003461,11.0,52.8,3.57,387,63,54,1,0,"(6, 12]",0.06761363636363636,"(30, 60]",False,True
CUS0003483,44.0,12.13,12.81,172,297,21,1,0,"(24, 48]",1.0560593569661996,"(7, 30]",False,False
CUS0005587,5.0,77.59,15.21,581,161,14,1,1,"(0, 6]",0.19603041629075912,"(7, 30]",True,False
CUS0007583,6.0,11.98,0.11,757,28,8,0,0,"(0, 6]",0.009181969949916527,"(7, 30]",False,False
CUS0002861,62.0,43.92,10.96,1,285,10,2,0,"(48, 72]",0.24954462659380694,"(7, 30]",False,True
CUS0003160,31.0,18.0,3.9,800,31,14,0,0,"(24, 48]",0.21666666666666667,"(7, 30]",False,False
CUS0007679,7.0,82.85,9.95,449,152,17,5,1,"(6, 12]",0.12009656004828002,"(7, 30]",True,False
CUS0003707,11.0,40.51,15.89,279,285,4,0,0,"(6, 12]",0.3922488274500124,"(-1, 7]",False,True
CUS0006722,5.0,19.13,14.25,401,89,48,4,1,"(0, 6]",0.7449032932566649,"(30, 60]",False,False
CUS0004209,8.0,43.16,15.17,947,256,36,4,0,"(6, 12]",0.35148285449490274,"(30, 60]",False,True
CUS0000620,6.0,111.16,11.07,558,118,51,2,0,"(0, 6]",0.09958618207988486,"(30, 60]",True,False
CUS0000561,25.0,55.52662624177525,17.43,91,220,40,0,0,"(24, 48]",0.31390345820950677,"(30, 60]",False,False
CUS0000050,32.0,18.94,8.35,605,51,30,0,0,"(24, 48]",0.4408658922914466,"(7, 30]",False,False
CUS0003948,9.0,63.65,12.3,6,214,27,1,0,"(6, 12]",0.19324430479183033,"(7, 30]",False,True
CUS0003754,35.0,37.71,3.71,457,41,22,0,0,"(24, 48]",0.09838239193847785,"(7, 30]",False,True
CUS0005391,29.0,24.43,0.0,804,34,45,1,0,"(24, 48]",0.0,"(30, 60]",False,False
CUS0002170,56.0,78.74,3.44,852,199,27,0,0,"(48, 72]",0.04368808737617475,"(7, 30]",True,False
CUS0004838,32.0,51.46,16.3,740,215,5,0,0,"(24, 48]",0.31675087446560435,"(-1, 7]",False,True
CUS0005758,51.0,20.78,5.52,100,50,10,0,0,"(48, 72]",0.2656400384985563,"(7, 30]",False,False
CUS0000791,14.0,62.17,15.49,223,243,15,0,0,"(12, 24]",0.2491555412578414,"(7, 30]",False,True
CUS0000825,27.0,13.98,5.18,252,287,19,1,0,"(24, 48]",0.37052932761087265,"(7, 30]",False,False
CUS0005235,54.0,18.21,13.14,39,16,21,6,1,"(48, 72]",0.7215815485996705,"(7, 30]",False,False
CUS0004013,68.0,59.8,8.218195789745577,415,88,67,4,0,"(48, 72]",0.1374280232398926,,False,True
CUS0007465,7.0,117.09,11.71,412,165,29,2,0,"(6, 12]",0.10000854043897857,"(7, 30]",True,False
CUS0004282,52.0,10.41,5.07,950,125,40,0,0,"(48, 72]",0.48703170028818443,"(30, 60]",False,False
CUS0001918,60.0,60.76,5.66,381,114,4,4,0,"(48, 72]",0.09315339038841343,"(-1, 7]",False,True
CUS0007056,20.0,18.73,14.54,1,136,2,0,0,"(12, 24]",0.776294714361986,"(-1, 7]",False,False
CUS0007334,42.0,100.9,17.78,561,20,0,0,0,"(24, 48]",0.17621407333994055,"(-1, 7]",True,False
CUS0000542,47.0,10.21,14.2,803,176,8,0,0,"(24, 48]",1.3907933398628793,"(7, 30]",False,False
CUS0004356,37.0,78.56,7.14,544,195,3,0,0,"(24, 48]",0.09088594704684318,"(-1, 7]",True,False
CUS0002095,56.0,15.38,7.51,947,163,21,3,0,"(48, 72]",0.488296488946684,"(7, 30]",False,False
CUS0007735,61.0,52.06,8.218195789745577,852,81,9,3,0,"(48, 72]",0.15786008047916975,"(7, 30]",False,True
CUS0002636,71.0,29.91,2.79,40,210,5,1,1,"(48, 72]",0.09327983951855567,"(-1, 7]",False,False
CUS0002926,40.0,28.03,6.05,358,291,5,0,0,"(24, 48]",0.21584017124509453,"(-1, 7]",False,False
CUS0001857,32.0,29.83,2.02,53,288,14,0,0,"(24, 48]",0.06771706335903453,"(7, 30]",False,False
CUS0001058,20.0,19.63,7.69,418,115,29,3,1,"(12, 24]",0.39174732552216,"(7, 30]",False,False
CUS0005337,11.0,67.16,8.62,853,40,17,0,1,"(6, 12]",0.12835020845741513,"(7, 30]",False,True
CUS0006424,54.0,29.49,0.22,359,60,47,3,0,"(48, 72]",0.007460155985079688,"(30, 60]",False,False
CUS0001079,37.0,55.52662624177525,10.58,101,11,53,0,1,"(24, 48]",0.1905392190393908,"(30, 60]",False,False
CUS0003623,61.0,49.55,9.13,467,2,32,0,0,"(48, 72]",0.1842583249243189,"(30, 60]",False,True
CUS0003607,10.0,49.24,16.3,724,285,69,0,1,"(6, 12]",0.3310316815597076,,False,True
CUS0002737,60.0,17.79,0.52,642,102,31,0,0,"(48, 72]",0.02922990444069702,"(30, 60]",False,False
CUS0004509,3.0,117.07,0.0,298,89,62,0,0,"(0, 6]",0.0,,True,False
CUS0004568,1.0,64.25,2.45,353,60,7,2,1,"(0, 6]",0.03813229571984436,"(-1, 7]",True,False
CUS0000811,56.0,13.42,7.83,275,262,15,6,0,"(48, 72]",0.583457526080477,"(7, 30]",False,False
CUS0002327,48.0,96.71,12.01,186,252,9,3,0,"(24, 48]",0.1241857098542033,"(7, 30]",True,False
CUS0000081,12.0,18.12,9.67,291,222,25,0,1,"(6, 12]",0.5336644591611479,"(7, 30]",False,False
CUS0004114,70.0,15.25,7.94,337,144,27,0,0,"(48, 72]",0.520655737704918,"(7, 30]",False,False
CUS0003122,28.0,52.52,3.69,421,108,6,1,0,"(24, 48]",0.07025894897182025,"(-1, 7]",False,True
CUS0004097,70.0,55.52662624177525,4.88,236,161,38,0,0,"(48, 72]",0.08788576454746949,"(30, 60]",False,False
CUS0005367,32.0,10.95,0.0,595,230,43,2,0,"(24, 48]",0.0,"(30, 60]",False,False
CUS0006247,25.0,16.04,8.4,228,24,17,0,0,"(24, 48]",0.5236907730673317,"(7, 30]",False,False
CUS0003884,16.0,41.66,7.57,880,97,23,0,0,"(12, 24]",0.1817090734517523,"(7, 30]",False,True
CUS0007620,59.0,36.28,0.87,846,150,7,0,0,"(48, 72]",0.023980154355016537,"(-1, 7]",False,True
CUS0002378,22.0,27.56,2.57,19,101,7,0,0,"(12, 24]",0.09325108853410741,"(-1, 7]",False,False
CUS0005788,61.0,89.3,8.99,189,160,47,7,1,"(48, 72]",0.10067189249720046,"(30, 60]",True,False
CUS0003116,10.0,24.87,7.41,887,194,55,5,1,"(6, 12]",0.2979493365500603,"(30, 60]",False,False
CUS0000237,26.0,20.4,13.56,384,239,42,3,0,"(24, 48]",0.6647058823529413,"(30, 60]",False,False
CUS0002897,64.0,61.53,0.0,194,37,17,1,0,"(48, 72]",0.0,"(7, 30]",True,False
CUS0004403,70.0,13.03,1.3,398,149,18,1,0,"(48, 72]",0.09976976208749042,"(7, 30]",False,False
CUS0006121,15.0,21.87,6.43,210,285,13,3,1,"(12, 24]",0.2940100594421582,"(7, 30]",False,False
CUS0005307,31.0,13.85,11.46,949,56,3,0,0,"(24, 48]",0.8274368231046932,"(-1, 7]",False,False
CUS0001591,27.0,25.64,8.218195789745577,839,28,19,1,0,"(24, 48]",0.32052245669834545,"(7, 30]",False,False
CUS0001732,62.0,53.21,18.35,217,34,33,1,0,"(48, 72]",0.3448599887239241,"(30, 60]",False,True
CUS0007870,6.0,54.91,4.28,204,114,44,1,0,"(0, 6]",0.07794572937534147,"(30, 60]",False,True
CUS0003063,64.0,50.67,5.4,424,103,27,0,0,"(48, 72]",0.10657193605683837,"(7, 30]",False,True
CUS0006016,35.0,102.72,8.47,166,292,20,0,0,"(24, 48]",0.08245716510903428,"(7, 30]",True,False
CUS0002916,65.0,112.66,10.92,908,239,18,1,0,"(48, 72]",0.0969288123557607,"(7, 30]",True,False
CUS0003105,28.0,88.46,10.68,561,84,72,0,0,"(24, 48]",0.12073253447886051,,True,False
CUS0000955,23.0,12.46,17.76,11,88,21,1,0,"(12, 24]",1.4253611556982344,"(7, 30]",False,False
CUS0000259,37.0,104.18,9.23,904,153,8,2,0,"(24, 48]",0.08859665962756767,"(7, 30]",True,False
CUS0006783,38.0,93.17,14.12,23,131,63,1,0,"(24, 48]",0.15155092841043252,,True,False
CUS0005438,41.0,116.11,2.3,61,276,13,0,0,"(24, 48]",0.019808801998105245,"(7, 30]",True,False
CUS0005795,22.0,87.07,14.23,747,238,46,1,0,"(12, 24]",0.1634317216033077,"(30, 60]",True,False
CUS0004595,17.0,61.57,4.77,88,202,19,0,0,"(12, 24]",0.07747279519246386,"(7, 30]",False,True
CUS0002748,15.0,83.78,16.16,878,179,51,0,0,"(12, 24]",0.19288613034137025,"(30, 60]",True,False
CUS0005769,17.0,11.87,18.28,869,262,48,2,0,"(12, 24]",1.5400168491996633,"(30, 60]",False,False
CUS0000936,49.0,27.45,10.88,931,195,54,3,1,"(48, 72]",0.39635701275045543,"(30, 60]",False,False
CUS0001424,19.0,25.22,2.73,470,97,56,1,0,"(12, 24]",0.10824742268041238,"(30, 60]",False,False
CUS0003257,20.0,69.18,3.07,66,88,13,1,0,"(12, 24]",0.04437698756866146,"(7, 30]",False,True
CUS0002190,28.0,17.37,13.62,415,266,38,0,0,"(24, 48]",0.7841105354058721,"(30, 60]",False,False
CUS0002415,17.0,13.81,5.98,258,56,6,0,0,"(12, 24]",0.4330195510499638,"(-1, 7]",False,False
CUS0000180,49.0,65.23,0.07,564,79,22,0,0,"(48, 72]",0.0010731258623332823,"(7, 30]",False,True
CUS0007529,57.0,11.7,9.74,884,96,35,0,0,"(48, 72]",0.8324786324786325,"(30, 60]",False,False
CUS0006573,51.0,27.98,0.0,379,253,23,3,1,"(48, 72]",0.0,"(7, 30]",False,False
CUS0005178,60.0,40.38,13.69,217,149,87,3,1,"(48, 72]",0.3390292223873204,,False,True
CUS0003407,53.0,66.21,3.01,710,7,6,0,0,"(48, 72]",0.04546141066304184,"(-1, 7]",True,False
CUS0001852,42.0,86.24,11.18,657,38,83,1,0,"(24, 48]",0.1296382189239332,,True,False
CUS0006895,1.0,42.31,4.65,853,138,31,3,1,"(0, 6]",0.10990309619475301,"(30, 60]",False,True
CUS0005027,56.0,67.17,3.61,415,132,65,4,0,"(48, 72]",0.053744231055530736,,False,True
CUS0005208,15.0,88.21,14.41,633,181,43,1,0,"(12, 24]",0.16336016324679742,"(30, 60]",True,False
CUS0001160,40.0,28.06,5.69,940,247,14,0,0,"(24, 48]",0.20277975766215256,"(7, 30]",False,False
CUS0003632,1.0,27.11,5.94,206,107,5,1,0,"(0, 6]",0.21910734046477318,"(-1, 7]",False,False
CUS0002582,41.0,29.29,12.68,936,41,20,0,0,"(24, 48]",0.43291225674291567,"(7, 30]",False,False
CUS0007249,13.0,55.52662624177525,0.0,563,264,42,0,0,"(12, 24]",0.0,"(30, 60]",False,False
CUS0001184,6.0,90.15,15.87,255,7,13,3,1,"(0, 6]",0.17603993344425956,"(7, 30]",True,False
CUS0003247,65.0,16.31,6.21,313,148,14,2,0,"(48, 72]",0.38074800735744946,"(7, 30]",False,False
CUS0000103,16.0,38.73,21.34,847,189,37,0,0,"(12, 24]",0.5509940614510715,"(30, 60]",False,True
CUS0007468,49.0,22.92,10.79,198,35,53,0,0,"(48, 72]",0.47076788830715527,"(30, 60]",False,False
CUS0007481,32.0,19.12,11.79,876,224,4,0,0,"(24, 48]",0.6166317991631799,"(-1, 7]",False,False
CUS0003963,21.0,112.7,4.54,557,196,32,4,0,"(12, 24]",0.04028393966282165,"(30, 60]",True,False
CUS0007628,34.0,24.12,8.03,648,65,85,5,1,"(24, 48]",0.3329187396351575,,False,False
CUS0006606,41.0,90.61,0.0,430,222,9,3,0,"(24, 48]",0.0,"(7, 30]",True,False
CUS0002807,18.0,16.19,3.24,484,138,33,0,0,"(12, 24]",0.20012353304508956,"(30, 60]",False,False
CUS0003956,42.0,10.89,8.218195789745577,274,116,7,4,0,"(24, 48]",0.7546552607663523,"(-1, 7]",False,False
CUS0002348,12.0,29.73,15.99,202,229,31,1,0,"(6, 12]",0.5378405650857719,"(30, 60]",False,False
CUS0000384,30.0,52.95,10.45,973,292,40,0,0,"(24, 48]",0.19735599622285172,"(30, 60]",False,True
CUS0001957,51.0,96.06,17.99,409,262,12,0,0,"(48, 72]",0.187278784093275,"(7, 30]",True,False
CUS0004058,39.0,112.74,7.9,467,245,37,0,0,"(24, 48]",0.07007273372361186,"(30, 60]",True,False
CUS0001331,22.0,20.58,12.03,947,159,15,3,1,"(12, 24]",0.5845481049562682,"(7, 30]",False,False
CUS0003864,72.0,98.68,8.55,491,108,19,1,0,"(48, 72]",0.08664369679773004,"(7, 30]",True,False
CUS0000974,52.0,54.07,5.38,414,107,21,0,0,"(48, 72]",0.09950064730904383,"(7, 30]",False,True
CUS0002118,37.0,27.18,3.17,206,275,22,2,0,"(24, 48]",0.1166298749080206,"(7, 30]",False,False
CUS0003853,32.0,20.76,7.04,386,18,57,6,1,"(24, 48]",0.33911368015414256,"(30, 60]",False,False
